ID,Subrubro,Modelo,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
47,Com. Varios,0,0.024156801900334184,0.0856630024867517,0.11279088078968595,0.6384563511812251,0.5296410984204816,0.17708566211163118,0.2921788182562115,0.1697514003128413,0.21306286600087193,0.05423942363402166,0.06677195432513036,0.04824272200495392
48,Com. Varios,0,0.024779255090676054,0.07489811480715805,0.10022239897647083,0.6109049541345839,0.5296410984204816,0.11326854483703365,0.29535305707459325,0.17227921876931018,0.1542980362170277,0.06968708269738548,0.022207962383831173,0.05934907927403581
53,Com. Varios,0,0.05599772936793884,0.08567796004428806,0.1503247886710373,0.6214371205195449,0.5429585489013095,0.11909087819988741,0.1444864998312814,0.053483805019576586,0.14844303119571842,0.05652013510891026,0.194008768218589,0.10579693674048415
65,Com. Varios,0,0.018790640260600462,0.09620882194767916,0.14064220620199175,0.6404550230920376,0.5687523422539631,0.12195487241101385,0.18383725652584526,0.1397169520526651,0.1251046498468645,0.03384290072006902,0.05024868203955506,0.060159256469956415
66,Com. Varios,0,0.03743856845145415,0.13995820880628485,0.12352144873643074,0.6174383106735029,0.5193565077883912,0.10018566053662811,0.18421034597289096,0.2205761202245762,0.22291685579807663,0.045600046973464904,0.057635970404410056,0.05614170554183401
68,Com. Varios,0,0.05195632697059899,0.06195938381432731,0.10215187104406373,0.590587122661643,0.5045814537570008,0.1111380277367851,0.1494572179671895,0.2352244900320718,0.21172224600452672,0.2010917074977829,0.20226975450169127,0.06852049355469927
75,Com. Varios,0,0.022264967034072568,0.07224074158844686,0.09315199382724043,0.6376270522689794,0.5564187696511018,0.11237760713886732,0.3528030528600752,0.039344457588276024,0.16676458724445506,0.14188951447333442,0.08796173669409185,0.08363769688072986
79,Com. Varios,0,0.01505091595323098,0.06712373405740955,0.1048056591943771,0.6288791480736635,0.5270693871082726,0.12170322879641207,0.18202875859892903,0.07693345252225642,0.17315403551758732,0.08545963677255855,0.0604897142979281,0.06363517026304093
81,Com. Varios,0,0.025890807030142474,0.07588432907663084,0.1064594522357612,0.6288813412876787,0.5261989831718694,0.12622017641836572,0.19967516581856357,0.09961731948606532,0.14386639150530686,0.07227103399276412,0.0779471342977884,0.06855248240745473
92,Com. Varios,0,0.019932896326165718,0.07328141731682183,0.10655465803649536,0.6251216331930839,0.5276576388340402,0.12475922674737919,0.17538993354484522,0.0899010206510582,0.15331210407418017,0.06482106315138715,0.06466112106877789,0.04590751760734591
94,Com. Varios,0,0.02093429083532186,0.06970703463195617,0.10385067971230656,0.6226738325389665,0.5230164731938615,0.12760196221788647,0.19005658574536102,0.08864886635054178,0.16955953112463118,0.080522968066892,0.06415305068176802,0.06253785996827496
96,Com. Varios,0,0.01646950670941385,0.06711034899370782,0.1112555090801597,0.6238490762214904,0.5320155753488519,0.1309249369204071,0.17027714795021545,0.10327870525294747,0.18154602409250803,0.09856686860199079,0.06992225405873706,0.05549181480514159
97,Com. Varios,0,0.01193129958792832,0.06277646473950604,0.10537622910254518,0.6229183581940393,0.535934628715283,0.11837864667848358,0.17246668000209833,0.0869351430707263,0.18184030284863986,0.13778021349916345,0.07370574273811137,0.04654230892124638
117,Com. Varios,0,0.023188842469714675,0.07313468200249237,0.10823486055106642,0.6304860547255915,0.5323392925438014,0.13376627269928815,0.19746510427660283,0.09058239744862914,0.1642944441026346,0.07988437198275965,0.0628163976380001,0.055702988047030375
122,Com. Varios,0,0.006680911109017428,0.09064560310691772,0.09804070856646432,0.6513337514853708,0.408180691478238,0.12385484894816627,0.21061601158922638,0.032426748616363764,0.0,0.031110067109439567,0.2950337421591487,0.12762877227556965
125,Com. Varios,0,0.015874137311984386,0.06194149594413368,0.10629817907825177,0.6298458103013767,0.5227710919370272,0.13639635140741177,0.1763903932699973,0.08795964821703524,0.20894812068075785,0.10270951023544411,0.06996653913359098,0.05194093386799518
130,Com. Varios,0,0.02249724276416596,0.07291960339108608,0.10417525990081958,0.6572624247882726,0.5621000727134761,0.16369789143585597,0.26680745480350687,0.08939347042128742,0.09375085264861482,0.023235364357919945,0.027479654833352102,0.054041882897732874
136,Com. Varios,0,0.016938239860991654,0.10390030164854136,0.14077862463239232,0.6636198667651734,0.5228596853091472,0.1412509887718018,0.13346322483194567,0.03997505019012508,0.20691918522638114,0.05587142367730187,0.3812259249158241,0.256495492502475
141,Com. Varios,0,0.07958700516921188,0.21124374175844743,1.0,0.6616455369525744,0.5623815638618465,0.1877969823374603,0.11529144232561815,0.09168728720012201,0.13702720178349778,0.2490756523812301,0.25082419208797274,0.22635869125323965
146,Com. Varios,0,0.018833164196541536,0.07474810494917536,0.10579751033939887,0.6231261682018046,0.5296410984204816,0.11728028546247679,0.17884075890797507,0.07949415924397367,0.12515090490307998,0.10700353726133859,0.13364137089410266,0.08375826857095686
149,Com. Varios,0,0.019420878928957636,0.07062173278392465,0.12442023725212556,0.6183978168502751,0.5217089292879334,0.11420993065679894,0.1487774989829022,0.0943172688570173,0.1556805144036013,0.10481151472924356,0.11452597486498388,0.1099045331964825
160,Com. Varios,0,0.026773281459166014,0.0773190911206191,0.10955453973604104,0.6162872340897404,0.5212795836748034,0.12641769075635045,0.17119992565028533,0.10697577495786192,0.16096073298800373,0.07866816411493704,0.09320780317497729,0.07429732905513022
229,Com. Varios,0,0.027833513493934967,0.07474810494917536,0.10579751033939887,0.6231261682018046,0.5296410984204816,0.1238396709091769,0.19127154788882778,0.08939347042128742,0.13479298845015977,0.07005400387794966,0.08681420807479193,0.08175785511545916
233,Com. Varios,0,0.0038105915165618093,0.07381060006318356,0.10579751033939887,0.6231261682018046,0.7524670913406907,0.5444015884519992,0.965099051179821,1.0,0.1886587876970512,0.10326469899115759,0.09796410286054771,0.059159738907605335
247,Com. Varios,0,0.044659343437848734,0.1549027865391196,0.11247439063665736,0.6544966157268767,0.564590785876322,0.13494074678618084,0.24798982791311103,0.04728968789064396,0.2086272405964648,0.2727356173769226,0.11688743978513609,0.1997520322397605
249,Com. Varios,0,0.023362273434406458,0.07698937482020576,0.10818947770388188,0.6243678535281907,0.5261963564563936,0.12166235936477103,0.177977922168549,0.09575507892672966,0.14986159079832856,0.07528327572526987,0.08577473414066317,0.06366583777703286
260,Com. Varios,0,0.02640891809159812,0.08096172533186484,0.10941639237922669,0.6247897892099664,0.5242429745913311,0.12514759837323475,0.1968429756840085,0.1014461938795982,0.19576441834311953,0.08647977565698764,0.08168849346866118,0.060491585366220575
324,Com. Varios,0,0.0474988177514158,0.05784492339030779,0.08960610485830774,0.5951955007125758,0.5041346861663432,0.3415151618518818,0.6403029543419894,0.19014788519471182,0.3700048466878664,0.0627332365043246,0.20215659447552606,0.09604417236886996
354,Com. Varios,0,0.03922694102873711,0.05819405130867672,0.11191294888579459,0.5921476663916606,0.5089491732999948,0.23858702217728417,0.3173584741409404,0.10193586431577878,0.3393404218055832,0.04291010555957292,0.02367141671327934,0.07176588843573779
363,Com. Varios,0,0.02190309086551959,0.0742305559692483,0.12438233839594762,0.5988875674031997,0.5047602316872539,0.12619240839335905,0.1838019640399674,0.11216398763153473,0.24348687624754506,0.05167138229475159,0.09670299123454897,0.09308652669363643
373,Com. Varios,0,0.19578098849118727,0.11117864099603297,0.12913920762983305,0.6619880181152091,0.63735223803291,0.1537909740211166,0.43176445062735824,0.027105542573147692,0.0889106748347813,0.0028542047883392957,0.03065260592798988,0.8801180143234478
385,Com. Varios,0,0.01852600959417923,0.09025384734532646,0.11648077712620167,0.7038148028215023,0.5474860583489073,0.122368055720444,0.18737654415812977,0.10789975785047196,0.1708397024903236,0.11446215341885875,0.06276449469919879,0.060524461537226015
394,Com. Varios,0,0.022874651534346264,0.07436331599793602,0.10244506445321978,0.6126975922319124,0.5225134341159148,0.12637674141786284,0.1891447822692012,0.11061775559670867,0.1523757388775294,0.06252026032255835,0.10811475849085984,0.08324652028276266
396,Com. Varios,0,0.011050930061333042,0.0486479253935459,0.22019896876805622,0.593871230684051,0.5605070815751495,0.3306409098570171,0.3296165694810531,0.2950768282564398,0.133657663166261,0.008197125387604642,0.08110336644043907,0.056528521370678805
401,Com. Varios,0,0.021854869632861235,0.07559713943017542,0.11422637856854978,0.6290611492345164,0.5243271412693777,0.12599237254149737,0.15519807689695375,0.09551641607057454,0.1591708737254731,0.08137895116063633,0.0962068940505314,0.05945865014759738
417,Com. Varios,0,0.034378266375800215,0.07051790962398041,0.09146498594129043,0.5965233702489304,0.5102525879171644,0.12704315518329484,0.30458678103472614,0.113800311279953,0.1529381202939992,0.10278154277220837,0.05062531934223406,0.14518220917426217
426,Com. Varios,0,0.024105556117798556,0.07474810494917536,0.10579751033939887,0.6231261682018046,0.5296410984204816,0.1238396709091769,0.19127154788882778,0.08939347042128742,0.13479298845015977,0.07005400387794966,0.08681420807479193,0.08175785511545916
428,Com. Varios,0,0.024008067803264824,0.10659777251237135,0.10909456486020813,0.6303536487787926,0.5291037703747157,0.09536960846553921,0.19786340795722088,0.09464292595905296,0.13990604005195323,0.07588669545494765,0.08681420807479193,0.08175785511545916
430,Com. Varios,0,0.014939613916051577,0.06507963687496368,0.10460253744729098,0.6225065385109968,0.5268030186590441,0.12062428015142432,0.18156491562745233,0.09142730485597239,0.19128966693176927,0.11894340825824273,0.05852322651511514,0.04458016504678927
435,Com. Varios,0,0.016826098739451505,0.06759346528618626,0.09635099635715133,0.6198204020071626,0.5211930315066692,0.11828467101818621,0.195438912482903,0.1068093955952164,0.18578952047774366,0.12907462922157972,0.1002750244294612,0.05601426736560813
447,Com. Varios,0,0.027724487546973372,0.0821874787997841,0.11133032782327598,0.6261882234203411,0.5214729550909966,0.11972123769451626,0.1813764263915206,0.10841435252521765,0.14893034796727264,0.08569284764519039,0.06755246092730025,0.06060598713392862
466,Com. Varios,0,0.013786398083681201,0.0518158837038642,0.11473513943236703,0.6194818704558436,0.621041123305603,0.29843316206895026,0.2404803788434689,0.1768923590070626,0.10300491744749132,0.025533191579861003,0.01264690779952668,0.09316833291931259
481,Com. Varios,0,0.013036822311903852,0.11069078804741117,0.09263899266989684,0.6416616452876854,0.5192702896531567,0.09195378745548136,0.33297870649208433,0.1020412863542552,0.44358939063351255,0.26504452473027096,0.17047959024046128,0.18470328809597833
482,Com. Varios,0,0.023144930544484806,0.1094493488617704,0.13119097359222381,0.6511022854900839,0.5898124657759923,0.14903445688109446,0.15137049316024703,0.08954813275294816,0.10826607071380076,0.06874602579213748,0.11567340710157176,0.07406996501442815
488,Com. Varios,0,0.027207120158155972,0.08138841621485365,0.10548502335724592,0.6199644893952903,0.5316406186871637,0.11420318217974094,0.2034010204284988,0.08619527039999872,0.13607741015807578,0.08988578672199776,0.0965730477630853,0.0857082107028805
